,번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1172,1173,041960,코미팜,32102,의약품 제조업,"64,185,876","6,418,587,600",100,원(KRW),031-498-6104,경기도 시흥시  경제로 17 ,1424
1173,1174,089890,코세스,32902,특수 목적용 기계 제조업,"16,851,962","8,425,981,000",500,원(KRW),032-662-2224,경기도 부천시 오정구  산업로 62 ,1424
1174,1175,009730,코센,32401,1차 철강 제조업,"120,066,527","60,033,263,500",500,원(KRW),02-598-5133,전라북도 부안군  행안면 부안농공단지길 29 ,1424
1175,1176,082660,코스나인,32604,통신 및 방송 장비 제조업,"21,385,834","10,692,917,000",500,원(KRW),02-6350-1792,경기도 김포시 양촌읍 학운산단2로 27 (주)코스나인,1424
1176,1177,222040,코스맥스엔비티,31007,기타 식품 제조업,"20,628,000","10,314,000,000",500,원(KRW),02-3474-8527,서울특별시 강남구 테헤란로 145 우신빌딩 10층 ,1424
1177,1178,241710,코스메카코리아,32004,기타 화학제품 제조업,"10,680,000","5,340,000,000",500,원(KRW),043-531-2293,충청북도 음성군 대소면 대금로 196번길 17-12 ,1424
1178,1179,069110,코스온,32004,기타 화학제품 제조업,"18,697,161","9,348,580,500",500,원(KRW),02-3454-0276,"서울특별시 강남구 영동대로 333 8층(대치동,동원빌딩)",1424
1179,1180,204990,코썬바이오,31007,기타 식품 제조업,"31,942,923","15,971,461,500",500,원(KRW),02-2628-0550,서울특별시 영등포구 선유로 146 이앤씨드림타워 207호 ,1424
1180,1181,166480,코아스템,32102,의약품 제조업,"15,717,440","7,858,720,000",500,원(KRW),02-497-3711,경기도 성남시 분당구 판교로255번길 24 (삼평동),1424
1181,1182,045970,코아시아,32601,반도체 제조업,"26,254,864","13,127,432,000",500,원(KRW),02-6985-6099,인천광역시 남동구  남동서로 193 (주)비에스이홀딩스,1424
1182,1183,029960,코엔텍,53802,폐기물 처리업,"50,000,000","25,000,000,000",500,원(KRW),(052)228-7300,울산 남구 용잠동 산 157 ,1424
1183,1184,102940,코오롱생명과학,32101,기초 의약물질 및 생물학적 제제 제조업,"11,412,356","5,706,178,000",500,원(KRW),02-3677-4151,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워 ,1424
1184,1185,950160,코오롱티슈진,32101,기초 의약물질 및 생물학적 제제 제조업,"61,117,550",0,0,미국달러(USD),1-301-921-6000,"Rockville, MD, USA 9713 Key West Ave Suite 300 ",1424
1185,1186,033290,코웰패션,74704,"섬유, 의복, 신발 및 가죽제품 소매업","88,500,234","46,532,198,500",500,원(KRW),031 -217 -2500,경기 수원시 팔달구 원천동 381 ,1424
1186,1187,056360,코위버,32604,통신 및 방송 장비 제조업,"9,796,800","4,898,400,000",500,원(KRW),(02)3140-3300,서울특별시 강서구 마곡중앙8로7길 45 (마곡동) ,1424
1187,1188,282880,코윈테크,32902,특수 목적용 기계 제조업,"9,251,492","4,625,746,000",500,원(KRW),041-547-2131,충청남도 아산시 둔포면 아산밸리동로 254 ,1424
1188,1189,121850,코이즈,32202,플라스틱제품 제조업,"15,411,517","7,705,758,500",500,원(KRW),070-8255-6400,충청북도 충주시  대소원면 첨단산업로 146 코이즈,1424
1189,1190,015710,코콤,32604,통신 및 방송 장비 제조업,"17,530,500","8,765,250,000",500,원(KRW),02  -6675-2135,서울 강서구 염창동 260-7 ,1424
1190,1191,052330,코텍,32605,영상 및 음향기기 제조업,"15,574,552","7,787,276,000",500,원(KRW),032-860-3000,인천광역시 연수구 벤처로24번길 26 ,1424
1191,1192,126600,코프라,32002,합성고무 및 플라스틱 물질 제조업,"21,115,634","10,557,817,000",500,원(KRW),031-499-2195,경기도 화성시  장안면 상두원길 142 ,1424
1192,1193,200130,콜마비앤에이치,32101,기초 의약물질 및 생물학적 제제 제조업,"29,543,558","14,771,779,000",500,원(KRW),02-3774-3822,대전광역시 유성구 테크노3로 22 -,1424
1193,1194,060280,큐렉소,74708,기타 상품 전문 소매업,"33,357,253","16,678,626,500",500,원(KRW),031-478-0660,"서울특별시 서초구  강남대로 577 잠원동, 4층",1424
1194,1195,040350,큐로컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","113,758,041","56,879,020,500",500,원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동, 동원빌딩 4층)",1424
1195,1196,051780,큐로홀딩스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","89,062,197","44,531,098,500",500,원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동,동원빌딩4층)",1424
1196,1197,115180,큐리언트,137001,자연과학 및 공학 연구개발업,"8,625,566","4,312,783,000",500,원(KRW),031-8060-1600,"경기도 성남시 분당구 판교로 242, C동 8층 ",1424
1197,1198,043090,큐브앤컴퍼니,74607,기타 전문 도매업,"32,590,313","16,295,156,500",500,원(KRW),02-569-7610,서울특별시 금천구 디지털로9길 41 삼성아이티해링턴타워 16층 ,1424
1198,1199,182360,큐브엔터,105902,오디오물 출판 및 원판 녹음업,"33,619,639","3,361,963,900",100,원(KRW),02-3445-1045,서울특별시 성동구 아차산로 83 - ,1424
1199,1200,066310,큐에스아이,32601,반도체 제조업,"8,278,230","4,139,115,000",500,원(KRW),041-410-5000,충청남도 천안시 서북구  성거읍 천흥8길 17 ,1424
1201,1202,043590,크로바하이텍,32601,반도체 제조업,"23,300,000","11,650,000,000",500,원(KRW),(02)453-3232,충청북도 청주시 흥덕구  월명로55번길 57 ,1424
1202,1203,114120,크루셜텍,32602,전자부품 제조업,"10,961,315","10,961,315,000","1,000",원(KRW),041-913-0001,"경기도 성남시 분당구 판교로 242 제에이동 7층 703호(삼평동, 판교디지털센터)",1424
1203,1204,110790,크리스에프앤씨,31401,봉제의복 제조업,"11,715,480","11,715,480,000","1,000",원(KRW),02-3409-4000,서울특별시 강남구 도곡로 176 ,1424
1204,1205,083790,크리스탈,137001,자연과학 및 공학 연구개발업,"42,571,286","21,285,643,000",500,원(KRW),031-628-2700,"경기도 성남시 분당구  대왕판교로 700 코리아바이오파크 A동 5층, 6층, 7층",1424
1206,1207,045520,크린앤사이언스,32901,일반 목적용 기계 제조업,"6,500,000","3,650,000,000",500,원(KRW),02  -551 -0221,서울 강남구 삼성동 159-1 무역회관 903-1호 ,1424
1207,1208,214150,클래시스,32701,의료용 기기 제조업,"64,709,168","6,470,916,800",100,원(KRW),070-5168-8000,"서울특별시 강남구 테헤란로 240 역삼동, 클래시스타워",1424
1208,1209,237880,클리오,32004,기타 화학제품 제조업,"17,150,088","8,575,044,000",500,원(KRW),02-514-0056,서울특별시 성동구 왕십리로 66 - ,1424
1209,1210,139670,키네마스터,105802,소프트웨어 개발 및 공급업,"13,546,307","6,773,153,500",500,원(KRW),02-2194-5300,서울특별시 서초구 바우뫼로37길 56 건영빌딩 3층 ,1424
1210,1211,311270,키움제5호스팩,116601,금융 지원 서비스업,"3,600,000","360,000,000",100,원(KRW),02-3787-5197,"서울특별시 영등포구 여의나루로4길 18 (여의도동, 키움파이낸셜스퀘어)",1424
1211,1212,054780,키이스트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","17,071,366","8,535,683,000",500,원(KRW),02-3444-2002,서울특별시 강남구 학동로11길 30 - ,1424
1212,1213,219130,타이거일렉,32602,전자부품 제조업,"6,314,290","3,157,145,000",500,원(KRW),032)579-4100,인천광역시 남구 염전로187번길 33 ,1424
1213,1214,065130,탑엔지니어링,32902,특수 목적용 기계 제조업,"15,976,257","8,324,128,500",500,원(KRW),031-8039-1000,경상북도 구미시  고아읍 농공단지길 53-17 ,1424
1214,1215,023160,태광,32401,1차 철강 제조업,"26,500,000","13,250,000,000",500,원(KRW),051-970-6617,부산광역시 강서구  녹산산업대로 117-12 ,1424
1215,1216,053620,태양,32509,기타 금속 가공제품 제조업,"8,600,000","4,300,000,000",500,원(KRW),(041)621-9820,충청남도 천안시 서북구  업성1길 27 태양산업(주) ,1424
1216,1217,044490,태웅,32509,기타 금속 가공제품 제조업,"20,007,381","10,003,690,500",500,원(KRW),051-329-5000,부산광역시 강서구  녹산산단27로 67 ,1424
1217,1218,124560,태웅로직스,85209,기타 운송관련 서비스업,"17,650,000","1,765,000,000",100,원(KRW),02-2029-4300,"서울특별시 강남구 테헤란로37길 13-6, 9층 (역삼동, 유니빌딩) ",1424
1218,1219,191420,테고사이언스,32101,기초 의약물질 및 생물학적 제제 제조업,"8,085,634","4,042,817,000",500,원(KRW),02-818-2900,"서울특별시 강서구 마곡중앙8로 93 (마곡동, 테고사이언스) ",1424
1219,1220,073640,테라사이언스,32509,기타 금속 가공제품 제조업,"58,402,414","5,840,241,400",100,원(KRW),055-213-7000,경남 창원시 성주동 30-5번지 ,1424
1220,1221,182690,테라셈,32601,반도체 제조업,"21,163,148","10,581,574,000",500,원(KRW),043-240-8160,충청북도 청주시 청원구 오창읍 과학산업5로 9 ,1424
1221,1222,066700,테라젠이텍스,32102,의약품 제조업,"32,165,547","16,082,773,500",500,원(KRW),(031)497-4100,경기도 안산시 단원구 산단로 68번길 58(초지동) ,1424
1222,1223,095610,테스,32902,특수 목적용 기계 제조업,"19,768,226","9,884,113,000",500,원(KRW),031-323-2552,경기도 용인시 처인구 양지면 중부대로 2374-36 ,1424
1223,1224,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업","7,424,141","3,712,070,500",500,원(KRW),031-646-8500,경기도 평택시 산단로 16번길 72 ,1424
1224,1225,089030,테크윙,32902,특수 목적용 기계 제조업,"19,318,786","9,723,110,000",500,원(KRW),031-378-5640,경기도 화성시 동탄면 동탄산단6길 37 ,1424
1225,1226,054450,텔레칩스,32601,반도체 제조업,"13,505,911","6,752,955,500",500,원(KRW),(02)3443-6792,서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층,1424
1226,1227,091440,텔레필드,32604,통신 및 방송 장비 제조업,"9,175,875","4,587,937,500",500,원(KRW),031-730-5900,"경기도 성남시 분당구  판교로 255 이-301(삼평동, 판교이노밸리)",1424
1227,1228,200230,텔콘RF제약,32604,통신 및 방송 장비 제조업,"85,377,382","8,537,738,200",100,원(KRW),031-371-8502,경기도 용인시 기흥구 공세로 54 -,1424
1228,1229,215480,토박스코리아,74704,"섬유, 의복, 신발 및 가죽제품 소매업","40,924,427","4,092,442,700",100,원(KRW),02-6101-3639,서울특별시 구로구 디지털로26길 111 7층 702호,1424
1229,1230,051360,토비스,32605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000",500,원(KRW),032-712-5112,인천 연수구 송도동 7-10 ,1424
1230,1231,045340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000",500,원(KRW),070-4733-1000,부산광역시 해운대구 반송로513번길 66-39(석대동) ,1424
1231,1232,108230,톱텍,32902,특수 목적용 기계 제조업,"38,023,245","19,147,956,000",500,원(KRW),054-472-1100,경상북도 구미시 산동면 첨단기업5로 140-22 - ,1424
1232,1233,079970,투비소프트,105802,소프트웨어 개발 및 공급업,"31,804,885","15,902,442,500",500,원(KRW),02-2140-7700,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)",1424
1233,1234,105550,트루윈,32602,전자부품 제조업,"12,046,059","6,023,029,500",500,원(KRW),042-612-5000,대전광역시 유성구 엑스포로 385 (주)트루윈,1424
1234,1235,026150,특수건설,64102,토목 건설업,"15,625,726","7,812,863,000",500,원(KRW),02-590-6400,서울특별시 서초구 서운로 7 - ,1424
1235,1236,322180,티라유텍,105802,소프트웨어 개발 및 공급업,"5,433,750","543,375,000",100,원(KRW),02-3461-6531,서울특별시 강남구 학동로5길 7 ,1424
1236,1237,117730,티로보틱스,32902,특수 목적용 기계 제조업,"5,579,429","2,789,714,500",500,원(KRW),031-716-4507,경기도 오산시 가장산업서북로 103-37 (지곶동),1424
1237,1238,033830,티비씨,106002,텔레비전 방송업,"100,000,000","50,000,000,000",500,원(KRW),537601900,대구광역시 수성구 동대구로 23 ,1424
1238,1239,064760,티씨케이,32309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000",500,원(KRW),(031)677-0277,경기도 안성시 미양면 개정산업단지로 71- ,1424
1239,1240,246710,티앤알바이오팹,32101,기초 의약물질 및 생물학적 제제 제조업,"8,381,640","4,190,820,000",500,원(KRW),031-431-3344,"경기도 시흥시 산기대학로 237, 540호(정왕동, 한국산업기술대학교 스마트허브 산학융합본부) &nbsp;",1424
1240,1241,277880,티에스아이,32902,특수 목적용 기계 제조업,"9,267,115","4,633,557,500",500,원(KRW),031-667-2623,경기도 화성시 향남읍 발안로 702-66 ,1424
1241,1242,131290,티에스이,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500",500,원(KRW),041-581-9955,충청남도 천안시 서북구 직산읍 군수1길 189 -,1424
1242,1243,062860,티엘아이,32601,반도체 제조업,"9,872,720","4,936,360,000",500,원(KRW),031-784-6800,"경기도 성남시 중원구 양현로 405번길 12티엘아이빌딩 7층, 8층, 9층 10층 ",1424
1243,1244,321550,티움바이오,137001,자연과학 및 공학 연구개발업,"23,471,826","11,735,913,000",500,원(KRW),070-4162-7320,"경기도 성남시 분당구 대왕판교로644번길 49 4층(상평동, 다산타워)",1424
1244,1245,104480,티케이케미칼,32005,화학섬유 제조업,"90,895,434","45,447,717,000",500,원(KRW),02-2001-6000,대구광역시 북구  원대로 128 연우빌딩 3층,1424
1245,1246,081150,티플랙스,32509,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000",500,원(KRW),031-488 -8800,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)",1424
1246,1247,130740,티피씨글로벌,33003,자동차 신품 부품 제조업,"10,324,479","5,162,239,500",500,원(KRW),053-854-7500,경상북도 경산시  진량읍 일연로 574 ,1424
1247,1248,084730,팅크웨어,32604,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000",500,원(KRW),02-589-9000,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층 ,1424
1248,1249,046210,파나진,32103,의료용품 및 기타 의약 관련제품 제조업,"32,136,660","16,068,330,000",500,원(KRW),042-861-9295,대전광역시 유성구  테크노10로 54 ,1424
1249,1250,034230,파라다이스,189102,유원지 및 기타 오락관련 서비스업,"90,942,672","47,032,355,000",500,원(KRW),02-2277-0190,서울특별시 중구  동호로 268 파라다이스빌딩 ,1424
1250,1251,033540,파라텍,32902,특수 목적용 기계 제조업,"16,983,690","8,491,845,000",500,원(KRW),02-3780-8704,경기도 부천시 원미구 길주로425번길 30-21 ,1424
1251,1252,043200,파루,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","38,606,413","19,303,206,500",500,원(KRW),061 -759 -5190,전남 순천시 서면 선평리 42-2 ,1424
1252,1253,214450,파마리서치프로덕트,74604,생활용품 도매업,"9,627,643","4,813,821,500",500,원(KRW),033-645-7640,강원도 강릉시  과학단지로 77-19 &nbsp,1424
1253,1254,208340,파멥신,32102,의약품 제조업,"13,874,185","6,937,092,500",500,원(KRW),042-863-2017,대전광역시 유성구 유성대로1689번길 70 KT대덕2연구센터 연구2동 2층,1424
1254,1255,177830,파버나인,32602,전자부품 제조업,"13,293,752","6,646,876,000",500,원(KRW),032-814-6900,인천광역시 남동구 호구포로 33 (고잔동 728-2) 남동공단 157블럭 4로트 &nbsp,1424
1255,1256,037070,파세코,32805,가정용 기기 제조업,"14,000,000","7,000,000,000",500,원(KRW),031 -491 -4032,경기도 안산시 단원구 원시로 248 ,1424
1256,1257,150900,파수,105802,소프트웨어 개발 및 공급업,"10,100,905","5,050,452,500",500,원(KRW),02-300-9000,서울특별시 마포구 상암동 1605 누리꿈스퀘어 비즈니스센타 17층 ,1424
1257,1258,037030,파워넷,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","13,599,551","13,599,551,000","1,000",원(KRW),02-3282-0700,서울특별시 금천구 두산로 70 현대지식산업센터 B동 17층 ,1424
1258,1259,047310,파워로직스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","34,420,982","17,442,716,000",500,원(KRW),043-219-5600,충청북도 청원군  옥산면 과학산업4로 163 ,1424
1259,1260,170790,파이오링크,32604,통신 및 방송 장비 제조업,"6,856,330","3,428,165,000",500,원(KRW),02-2025-6900,서울특별시 금천구  가산디지털2로 98 IT캐슬 1동 401호,1424
1260,1261,049120,파인디앤씨,32602,전자부품 제조업,"26,359,944","13,179,972,000",500,원(KRW),031-463-8813,충청남도 아산시  음봉면 연암산로 169 (주)파인디엔씨 ,1424
1261,1262,038950,파인디지털,32604,통신 및 방송 장비 제조업,"10,210,765","5,105,382,500",500,원(KRW),031-788-8800,경기도 성남시 분당구 성남대로925번길 41 ,1424
1262,1263,106240,파인테크닉스,32604,통신 및 방송 장비 제조업,"42,843,380","21,421,690,000",500,원(KRW),031-463-8800,경기도 안양시 만안구 전파로24번길 93(안양동) (주)파인테크닉스 ,1424
1263,1264,131760,파인텍,32902,특수 목적용 기계 제조업,"42,924,063","21,462,031,500",500,원(KRW),02-711-7900,서울특별시 마포구 마포대로 38 내제2층202호(도화동),1424
1264,1265,065690,파커스,32601,반도체 제조업,"13,963,509","6,981,754,500",500,원(KRW),02-3443-5360,충남 천안시 성거읍 천흥리316-4 ,1424
1265,1266,140860,파크시스템스,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","6,668,055","3,334,027,500",500,원(KRW),031-546-6900,"경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터) &nbsp",1424
1266,1267,091700,파트론,32602,전자부품 제조업,"54,156,410","27,078,205,000",500,원(KRW),031-201-7700,경기도 화성시  삼성1로2길 22 (주)파트론,1424
1267,1268,194510,파티게임즈,105802,소프트웨어 개발 및 공급업,"24,488,350","12,244,175,000",500,원(KRW),02)6005-0985,"서울특별시 양천구 목동중앙북로 112 1층,2층 ",1424
1268,1269,038160,팍스넷,106309,기타 정보 서비스업,"12,240,376","6,120,188,000",500,원(KRW),000-1688-5010,서울특별시 강남구 논현로 803 (신사동),1424
1269,1270,032800,판타지오,189001,창작 및 예술관련 서비스업,"72,703,943","36,351,971,500",500,원(KRW),02-3452-6100,서울특별시 강남구 역삼로 248 판타지오 빌딩 ,1424
1270,1271,318010,팜스빌,31007,기타 식품 제조업,"7,929,338","3,964,669,000",500,원(KRW),02-553-1323,서울특별시 강서구 마곡중앙8로3길 37 - ,1424
1271,1272,027710,팜스토리,31008,동물용 사료 및 조제식품 제조업,"111,416,600","57,508,629,000",500,원(KRW),02-501-1648,서울특별시 강남구  강남대로 310 유니온센터 3층 ,1424
1272,1273,225590,패션플랫폼,31401,봉제의복 제조업,"26,636,713","2,663,671,300",100,원(KRW),02-573-1292,서울특별시 강남구 논현로28길 9 유진빌딩 3층,1424
1273,1274,054300,팬스타엔터프라이즈,32901,일반 목적용 기계 제조업,"52,348,271","26,174,135,500",500,원(KRW),000-1577-3520,부산광역시 중구 해관로 30 팬스타크루즈프라자,1424
1274,1275,068050,팬엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","13,742,997","6,871,498,500",500,원(KRW),02-380-2100,서울특별시 마포구  월드컵북로58길 10 ,1424
1275,1276,222110,팬젠,32102,의약품 제조업,"9,641,781","4,820,890,500",500,원(KRW),031-733-9165,"경기도 수원시 영통구 신원로 306, 2동 4층(원천동 영통이노플렉스) &nbsp",1424
1276,1277,263750,펄어비스,105802,소프트웨어 개발 및 공급업,"13,079,850","6,539,925,000",500,원(KRW),031-476-8583,"경기도 안양시 동안구 시민대로327번길 24 3층~8층(관양동, 아리온테크놀로지)",1424
1277,1278,251970,펌텍코리아,32202,플라스틱제품 제조업,"12,400,000","6,200,000,000",500,원(KRW),0326834080,인천광역시 부평구 부평대로329번길 46 ,1424
1278,1279,087010,펩트론,32101,기초 의약물질 및 생물학적 제제 제조업,"15,326,500","7,663,250,000",500,원(KRW),042-360-8880,대전광역시 유성구 유성대로1628번길 37-24 ,1424
1279,1280,043370,평화정공,33003,자동차 신품 부품 제조업,"21,000,000","10,500,000,000",500,원(KRW),(053)350-6311,대구 달서구 대천동 1032번지 ,1424
1280,1281,119500,포메탈,32509,기타 금속 가공제품 제조업,"11,847,232","6,012,340,000",500,원(KRW),041-670-6200,충청남도 서산시  지곡면 무장산업로 229-7 ,1424
1281,1282,016670,포비스티앤씨,74607,기타 전문 도매업,"86,559,394","43,279,697,000",500,원(KRW),02-2046-9323,"서울특별시 용산구 서빙고로51길 52 6,7층 ",1424
1282,1283,056730,포스링크,74607,기타 전문 도매업,"46,163,868","23,081,934,000",500,원(KRW),031-724-2222,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 A동 9층,10층 ",1424
1283,1284,022100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","152,034,729","76,017,364,500",500,원(KRW),054-280-1114,경상북도 포항시 남구  호동로 68 (주)포스코아이씨티 ,1424
1284,1285,009520,포스코엠텍,32401,1차 철강 제조업,"41,642,703","20,821,351,500",500,원(KRW),054-280-8206,경상북도 포항시 남구  형산강북로 131 포스코엠텍,1424
1285,1286,189690,포시에스,105802,소프트웨어 개발 및 공급업,"8,260,611","4,130,305,500",500,원(KRW),02-6188-8200,서울특별시 강남구 논현로 646 -,1424
1286,1287,256630,포인트엔지니어링,32509,기타 금속 가공제품 제조업,"56,486,562","5,648,656,200",100,원(KRW),070-4465-7318,충청남도 아산시 둔포면 아산밸리로 89 -,1424
1287,1288,141020,포티스,74709,무점포 소매업,"174,440,126","87,220,063,000",500,원(KRW),031-709-1407,경기도 성남시 중원구 둔촌대로 305 4층 (하대원동) ,1424
1288,1289,290720,푸드나무,74709,무점포 소매업,"6,806,034","3,403,017,000",500,원(KRW),,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 ,1424
1289,1290,005670,푸드웰,31003,"과실, 채소 가공 및 저장 처리업","10,000,000","5,000,000,000",500,원(KRW),053-980-3320,대구광역시 달서구 성서서로 121 - ,1424
1290,1291,094940,푸른기술,32603,컴퓨터 및 주변장치 제조업,"6,574,202","3,287,101,000",500,원(KRW),02-6959-4700,서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층,1424
1292,1293,093380,풍강,32509,기타 금속 가공제품 제조업,"9,879,313","4,939,656,500",500,원(KRW),031-359-3600,경기도 화성시  우정읍 남양만로 745 ,1424
1293,1294,023900,풍국주정,31101,알코올음료 제조업,"12,600,000","6,300,000,000",500,원(KRW),053 -583 -2071,대구광역시 달서구 성서로 72 ,1424
1294,1295,195440,퓨전,105802,소프트웨어 개발 및 공급업,"4,135,992","2,067,996,000",500,원(KRW),02-547-7688,서울특별시 강남구 언주로 709 송암빌딩 15층,1424
1295,1296,214270,퓨쳐스트림네트웍스,105802,소프트웨어 개발 및 공급업,"100,876,216","10,087,621,600",100,원(KRW),070-5020-9306,서울특별시 강남구 언주로 637 싸이칸타워 ,1424
1296,1297,220100,퓨쳐켐,32102,의약품 제조업,"5,812,686","2,906,343,000",500,원(KRW),02-497-3114,서울특별시 성동구 연무장3길 21 2층 &nbsp,1424
1297,1298,035200,프럼파스트,32202,플라스틱제품 제조업,"9,730,590","4,865,295,000",500,원(KRW),044-865-9681,대전광역시 중구  동서대로 1187 ,1424
1298,1299,203690,프로스테믹스,32101,기초 의약물질 및 생물학적 제제 제조업,"45,756,948","4,575,694,800",100,원(KRW),02-545-2520,서울특별시 강남구 압구정로14길 22 -,1424
1299,1300,053610,프로텍,32902,특수 목적용 기계 제조업,"11,000,000","5,500,000,000",500,원(KRW),031-470-0700,경기도 안양시 동안구 시민대로327번길 11-14(관양동) ,1424
1300,1301,053160,프리엠스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,000,000","3,000,000,000",500,원(KRW),032-679-1477,경기도 부천시 오정구 삼작로178번길 14 ,1424
1301,1302,075130,플랜티넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,960,000","4,480,000,000",500,원(KRW),070-4489-7000,경기도 성남시 분당구  대왕판교로 670 유스페이스2 A동 6층,1424
1302,1303,237820,플레이디,137103,광고업,"12,827,140","6,413,570,000",500,원(KRW),031-796-6964,경기도 성남시 분당구 황새울로359번길 11 &nbsp,1424
1303,1304,023770,플레이위드,105802,소프트웨어 개발 및 공급업,"8,646,567","4,323,283,500",500,원(KRW),031-724-2400,"경기도 성남시 분당구 판교로 256번길 25, 제C동  ",1424
1304,1305,300080,플리토,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","5,209,811","2,604,905,500",500,원(KRW),02-512-0142,서울특별시 강남구 테헤란로 211 한국고등교육재단빌딩 9층 ,1424
1305,1306,204630,플리트 엔터테인먼트,189001,창작 및 예술관련 서비스업,"28,934,241","2,893,424,100",100,원(KRW),02-2299-8089,"서울특별시 성동구 독서당로39길 37-37 302호(옥수동, 루하우스)",1424
1306,1307,032580,피델릭스,32601,반도체 제조업,"30,113,422","15,056,711,000",500,원(KRW),031-785-3500,"경기도 성남시 분당구 백현로 93(수내동, 후너스빌딩 6층) ",1424
1307,1308,051380,피씨디렉트,74605,기계장비 및 관련 물품 도매업,"7,668,536","3,834,268,000",500,원(KRW),(02)785-3001,"서울특별시 용산구 원효로 138 8층 (원효로3가, 청진빌딩) ",1424
1308,1309,241820,피씨엘,32103,의료용품 및 기타 의약 관련제품 제조업,"9,539,697","4,769,848,500",500,원(KRW),070-4673-3433,"서울특별시 금천구 디지털로9길 99 (가산동, 스타밸리) 701호 &nbsp",1424
1309,1310,237750,피앤씨테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,496,600","3,248,300,000",500,원(KRW),031-452-5791,경기도 안양시 동안구 전파로104번길 62 ,1424
1310,1311,131390,피앤이솔루션,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,818,910","7,409,455,000",500,원(KRW),031-299-0100,경기도 수원시 권선구 산업로 185 -,1424
1311,1312,024850,피에스엠씨,32602,전자부품 제조업,"40,016,523","20,008,261,500",500,원(KRW),031-522-3700,경기도 화성시 향남읍 발안공단로4길 16 구문천리 928,1424
1312,1313,319660,피에스케이,32902,특수 목적용 기계 제조업,"14,765,020","7,382,510,000",500,원(KRW),031-660-8703,경기도 화성시 삼성1로4길 48 ,1424
1313,1314,031980,피에스케이홀딩스,32902,특수 목적용 기계 제조업,"21,562,395","10,781,197,500",500,원(KRW),031)660-8700,경기도 화성시  삼성1로4길 48 피에스케이,1424
1314,1315,002230,피에스텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","19,669,243","9,834,621,500",500,원(KRW),031-3408-1790,서울특별시 성동구 왕십리로 46(성수동1가) ,1424
1315,1316,137400,피엔티,32902,특수 목적용 기계 제조업,"21,715,464","10,857,732,000",500,원(KRW),054-469-6950,경북 구미시 공단동 270번지 ,1424
1316,1317,128660,피제이메탈,32402,1차 비철금속 제조업,"24,803,369","12,401,684,500",500,원(KRW),02-555-4451,서울특별시 강남구 테헤란로81길 13삼성동 동원빌딩 11층 ,1424
1317,1318,006140,피제이전자,32701,의료용 기기 제조업,"15,000,000","7,500,000,000",500,원(KRW),032 -326 -7000,경기도 부천시 오정구 삼작로 22 부천테크노파크1단지 101동 6층,1424
1318,1319,062970,피피아이,32604,통신 및 방송 장비 제조업,"9,308,185","4,654,092,500",500,원(KRW),062-972-0116,광주광역시 북구 첨단과기로 345 ,1424
1319,1320,087600,픽셀플러스,32602,전자부품 제조업,"8,166,558","4,083,279,000",500,원(KRW),031-888-5300,"경기도 수원시 영통구 광교로 105(이의동, 경기알앤디비센터6층) &nbsp",1424
